Name,URL,State,District,Party,Terms
"Representative Heck, Joseph J.",https://www.congress.gov/member/joseph-heck/H001055,Nevada,3,Republican,"House: 2011-2017"
"Senator Heinrich, Martin",https://www.congress.gov/member/martin-heinrich/H001046,"New Mexico",,Democratic,"Senate: 2013-Present | House: 2009-2013"
"Senator Heller, Dean",https://www.congress.gov/member/dean-heller/H001041,Nevada,,Republican,"Senate: 2011-2019 | House: 2007-2011"
"Representative Hensarling, Jeb",https://www.congress.gov/member/jeb-hensarling/H001036,Texas,5,Republican,"House: 2003-2019"
"Representative Herger, Wally",https://www.congress.gov/member/wally-herger/H000528,California,2,Republican,"House: 1987-2013"
"Representative Herrera Beutler, Jaime",https://www.congress.gov/member/jaime-herrera-beutler/H001056,Washington,3,Republican,"House: 2011-Present"
"Representative Higgins, Brian",https://www.congress.gov/member/brian-higgins/H001038,"New York",26,Democratic,"House: 2005-Present"
"Representative Himes, James A.",https://www.congress.gov/member/james-himes/H001047,Connecticut,4,Democratic,"House: 2009-Present"
"Representative Hinchey, Maurice D.",https://www.congress.gov/member/maurice-hinchey/H000627,"New York",22,Democratic,"House: 1993-2013"
"Representative Hinojosa, Ruben",https://www.congress.gov/member/ruben-hinojosa/H000636,Texas,15,Democratic,"House: 1997-2017"
"Senator Hirono, Mazie K.",https://www.congress.gov/member/mazie-hirono/H001042,Hawaii,,Democratic,"Senate: 2013-Present | House: 2007-2013"
"Representative Hochul, Kathleen C.",https://www.congress.gov/member/kathleen-hochul/H001062,"New York",26,Democratic,"House: 2011-2013"
"Senator Hoeven, John",https://www.congress.gov/member/john-hoeven/H001061,"North Dakota",,Republican,"Senate: 2011-Present"
"Representative Holden, Tim",https://www.congress.gov/member/tim-holden/H000712,Pennsylvania,17,Democratic,"House: 1993-2013"
"Representative Holt, Rush",https://www.congress.gov/member/rush-holt/H001032,"New Jersey",12,Democratic,"House: 1999-2015"
"Representative Honda, Michael M.",https://www.congress.gov/member/michael-honda/H001034,California,17,Democratic,"House: 2001-2017"
"Representative Hoyer, Steny H.",https://www.congress.gov/member/steny-hoyer/H000874,Maryland,5,Democratic,"House: 1981-Present"
"Representative Huelskamp, Tim",https://www.congress.gov/member/tim-huelskamp/H001057,Kansas,1,Republican,"House: 2011-2017"
"Representative Huizenga, Bill",https://www.congress.gov/member/bill-huizenga/H001058,Michigan,2,Republican,"House: 2011-Present"
"Representative Hultgren, Randy",https://www.congress.gov/member/randy-hultgren/H001059,Illinois,14,Republican,"House: 2011-2019"
"Representative Hunter, Duncan D.",https://www.congress.gov/member/duncan-hunter/H001048,California,50,Republican,"House: 2009-Present"
"Representative Hurt, Robert",https://www.congress.gov/member/robert-hurt/H001060,Virginia,5,Republican,"House: 2011-2017"
"Senator Hutchison, Kay Bailey",https://www.congress.gov/member/kay-hutchison/H001016,Texas,,Republican,"Senate: 1993-2013"
"Senator Inhofe, James M.",https://www.congress.gov/member/jim-inhofe/I000024,Oklahoma,,Republican,"Senate: 1994-Present | House: 1987-1995"
"Senator Inouye, Daniel K.",https://www.congress.gov/member/daniel-inouye/I000025,Hawaii,,Democratic,"Senate: 1963-2012 | House: 1959-1963"
"Representative Inslee, Jay",https://www.congress.gov/member/jay-inslee/I000026,Washington,1,Democratic,"House: 1993-1995, 1999-2012"
"Senator Isakson, Johnny",https://www.congress.gov/member/johnny-isakson/I000055,Georgia,,Republican,"Senate: 2005-Present | House: 1999-2005"
"Representative Israel, Steve",https://www.congress.gov/member/steve-israel/I000057,"New York",3,Democratic,"House: 2001-2017"
"Representative Issa, Darrell E.",https://www.congress.gov/member/darrell-issa/I000056,California,49,Republican,"House: 2001-2019"
"Representative Jackson Lee, Sheila",https://www.congress.gov/member/sheila-jackson-lee/J000032,Texas,18,Democratic,"House: 1995-Present"
"Representative Jackson, Jesse L., Jr.",https://www.congress.gov/member/jesse-jackson/J000283,Illinois,2,Democratic,"House: 1995-2012"
"Representative Jenkins, Lynn",https://www.congress.gov/member/lynn-jenkins/J000290,Kansas,2,Republican,"House: 2009-2019"
"Senator Johanns, Mike",https://www.congress.gov/member/mike-johanns/J000291,Nebraska,,Republican,"Senate: 2009-2015"
"Representative Johnson, Bill",https://www.congress.gov/member/bill-johnson/J000292,Ohio,6,Republican,"House: 2011-Present"
"Representative Johnson, Eddie Bernice",https://www.congress.gov/member/eddie-johnson/J000126,Texas,30,Democratic,"House: 1993-Present"
"Representative Johnson, Henry C. ""Hank,"" Jr.",https://www.congress.gov/member/henry-johnson/J000288,Georgia,4,Democratic,"House: 2007-Present"
"Senator Johnson, Ron",https://www.congress.gov/member/ron-johnson/J000293,Wisconsin,,Republican,"Senate: 2011-Present"
"Representative Johnson, Sam",https://www.congress.gov/member/sam-johnson/J000174,Texas,3,Republican,"House: 1991-2019"
"Senator Johnson, Tim",https://www.congress.gov/member/tim-johnson/J000177,"South Dakota",,Democratic,"Senate: 1997-2015 | House: 1987-1997"
"Representative Johnson, Timothy V.",https://www.congress.gov/member/timothy-johnson/J000285,Illinois,15,Republican,"House: 2001-2013"
"Representative Jones, Walter B., Jr.",https://www.congress.gov/member/walter-jones/J000255,"North Carolina",3,Republican,"House: 1995-2019"
"Representative Jordan, Jim",https://www.congress.gov/member/jim-jordan/J000289,Ohio,4,Republican,"House: 2007-Present"
"Representative Kaptur, Marcy",https://www.congress.gov/member/marcy-kaptur/K000009,Ohio,9,Democratic,"House: 1983-Present"
"Representative Keating, William R.",https://www.congress.gov/member/william-keating/K000375,Massachusetts,9,Democratic,"House: 2011-Present"
"Representative Kelly, Mike",https://www.congress.gov/member/mike-kelly/K000376,Pennsylvania,16,Republican,"House: 2011-Present"
"Senator Kerry, John F.",https://www.congress.gov/member/john-kerry/K000148,Massachusetts,,Democratic,"Senate: 1985-2013"
"Representative Kildee, Dale E.",https://www.congress.gov/member/dale-kildee/K000172,Michigan,5,Democratic,"House: 1977-2013"
"Representative Kind, Ron",https://www.congress.gov/member/ron-kind/K000188,Wisconsin,3,Democratic,"House: 1997-Present"
"Representative King, Peter T.",https://www.congress.gov/member/peter-king/K000210,"New York",2,Republican,"House: 1993-Present"
"Representative King, Steve",https://www.congress.gov/member/steve-king/K000362,Iowa,4,Republican,"House: 2003-Present"
"Representative Kingston, Jack",https://www.congress.gov/member/jack-kingston/K000220,Georgia,1,Republican,"House: 1993-2015"
"Representative Kinzinger, Adam",https://www.congress.gov/member/adam-kinzinger/K000378,Illinois,16,Republican,"House: 2011-Present"
"Senator Kirk, Mark Steven",https://www.congress.gov/member/mark-kirk/K000360,Illinois,,Republican,"Senate: 2010-2017 | House: 2001-2010"
"Representative Kissell, Larry",https://www.congress.gov/member/larry-kissell/K000369,"North Carolina",8,Democratic,"House: 2009-2013"
"Representative Kline, John",https://www.congress.gov/member/john-kline/K000363,Minnesota,2,Republican,"House: 2003-2017"
"Senator Klobuchar, Amy",https://www.congress.gov/member/amy-klobuchar/K000367,Minnesota,,Democratic,"Senate: 2007-Present"
"Senator Kohl, Herb",https://www.congress.gov/member/herbert-kohl/K000305,Wisconsin,,Democratic,"Senate: 1989-2013"
"Representative Kucinich, Dennis J.",https://www.congress.gov/member/dennis-kucinich/K000336,Ohio,10,Democratic,"House: 1997-2013"
"Senator Kyl, Jon",https://www.congress.gov/member/jon-kyl/K000352,Arizona,,Republican,"Senate: 1995-2013, 2018-2019 | House: 1987-1995"
"Representative Labrador, Raul R.",https://www.congress.gov/member/raul-labrador/L000573,Idaho,1,Republican,"House: 2011-2019"
"Representative Lamborn, Doug",https://www.congress.gov/member/doug-lamborn/L000564,Colorado,5,Republican,"House: 2007-Present"
"Representative Lance, Leonard",https://www.congress.gov/member/leonard-lance/L000567,"New Jersey",7,Republican,"House: 2009-2019"
"Senator Landrieu, Mary L.",https://www.congress.gov/member/mary-landrieu/L000550,Louisiana,,Democratic,"Senate: 1997-2015"
"Representative Landry, Jeffrey M.",https://www.congress.gov/member/jeffrey-landry/L000574,Louisiana,3,Republican,"House: 2011-2013"
"Representative Langevin, James R.",https://www.congress.gov/member/james-langevin/L000559,"Rhode Island",2,Democratic,"House: 2001-Present"
"Senator Lankford, James",https://www.congress.gov/member/james-lankford/L000575,Oklahoma,,Republican,"Senate: 2015-Present | House: 2011-2015"
"Representative Larsen, Rick",https://www.congress.gov/member/rick-larsen/L000560,Washington,2,Democratic,"House: 2001-Present"
"Representative Larson, John B.",https://www.congress.gov/member/john-larson/L000557,Connecticut,1,Democratic,"House: 1999-Present"
"Representative Latham, Tom",https://www.congress.gov/member/tom-latham/L000111,Iowa,3,Republican,"House: 1995-2015"
"Representative LaTourette, Steven C.",https://www.congress.gov/member/steven-latourette/L000553,Ohio,14,Republican,"House: 1995-2013"
"Representative Latta, Robert E.",https://www.congress.gov/member/robert-latta/L000566,Ohio,5,Republican,"House: 2007-Present"
"Senator Lautenberg, Frank R.",https://www.congress.gov/member/frank-lautenberg/L000123,"New Jersey",,Democratic,"Senate: 1983-2001, 2003-2013"
"Senator Leahy, Patrick J.",https://www.congress.gov/member/patrick-leahy/L000174,Vermont,,Democratic,"Senate: 1975-Present"
"Representative Lee, Barbara",https://www.congress.gov/member/barbara-lee/L000551,California,13,Democratic,"House: 1997-Present"
"Representative Lee, Christopher J.",https://www.congress.gov/member/christopher-lee/L000568,"New York",26,Republican,"House: 2009-2011"
"Senator Lee, Mike",https://www.congress.gov/member/mike-lee/L000577,Utah,,Republican,"Senate: 2011-Present"
"Senator Levin, Carl",https://www.congress.gov/member/carl-levin/L000261,Michigan,,Democratic,"Senate: 1979-2015"
"Representative Levin, Sander M.",https://www.congress.gov/member/sander-levin/L000263,Michigan,9,Democratic,"House: 1983-2019"
"Representative Lewis, Jerry",https://www.congress.gov/member/jerry-lewis/L000274,California,41,Republican,"House: 1979-2013"
"Representative Lewis, John",https://www.congress.gov/member/john-lewis/L000287,Georgia,5,Democratic,"House: 1987-Present"
"Senator Lieberman, Joseph I.",https://www.congress.gov/member/joseph-lieberman/L000304,Connecticut,,"Independent Democrat","Senate: 1989-2013"
"Representative Lipinski, Daniel",https://www.congress.gov/member/daniel-lipinski/L000563,Illinois,3,Democratic,"House: 2005-Present"
"Representative LoBiondo, Frank A.",https://www.congress.gov/member/frank-lobiondo/L000554,"New Jersey",2,Republican,"House: 1995-2019"
"Representative Loebsack, David",https://www.congress.gov/member/david-loebsack/L000565,Iowa,2,Democratic,"House: 2007-Present"
"Representative Lofgren, Zoe",https://www.congress.gov/member/zoe-lofgren/L000397,California,19,Democratic,"House: 1995-Present"
"Representative Long, Billy",https://www.congress.gov/member/billy-long/L000576,Missouri,7,Republican,"House: 2011-Present"
"Representative Lowey, Nita M.",https://www.congress.gov/member/nita-lowey/L000480,"New York",17,Democratic,"House: 1989-Present"
"Representative Lucas, Frank D.",https://www.congress.gov/member/frank-lucas/L000491,Oklahoma,3,Republican,"House: 1993-Present"
"Representative Luetkemeyer, Blaine",https://www.congress.gov/member/blaine-luetkemeyer/L000569,Missouri,3,Republican,"House: 2009-Present"
"Senator Lugar, Richard G.",https://www.congress.gov/member/richard-lugar/L000504,Indiana,,Republican,"Senate: 1977-2013"
"Representative Lujan, Ben Ray",https://www.congress.gov/member/ben-lujan/L000570,"New Mexico",3,Democratic,"House: 2009-Present"
"Representative Lummis, Cynthia M.",https://www.congress.gov/member/cynthia-lummis/L000571,Wyoming,,Republican,"House: 2009-2017"
"Representative Lungren, Daniel E.",https://www.congress.gov/member/daniel-lungren/L000517,California,3,Republican,"House: 1979-1989, 2005-2013"
"Representative Lynch, Stephen F.",https://www.congress.gov/member/stephen-lynch/L000562,Massachusetts,8,Democratic,"House: 2001-Present"
"Representative Mack, Connie",https://www.congress.gov/member/connie-mack/M001155,Florida,14,Republican,"House: 2005-2013"
"Representative Maloney, Carolyn B.",https://www.congress.gov/member/carolyn-maloney/M000087,"New York",12,Democratic,"House: 1993-Present"
"Senator Manchin, Joe, III",https://www.congress.gov/member/joe-manchin/M001183,"West Virginia",,Democratic,"Senate: 2010-Present"
"Representative Manzullo, Donald A.",https://www.congress.gov/member/donald-manzullo/M001138,Illinois,16,Republican,"House: 1993-2013"
"Representative Marchant, Kenny",https://www.congress.gov/member/kenny-marchant/M001158,Texas,24,Republican,"House: 2005-Present"
"Representative Marino, Tom",https://www.congress.gov/member/tom-marino/M001179,Pennsylvania,12,Republican,"House: 2011-2019"
"Senator Markey, Edward J.",https://www.congress.gov/member/edward-markey/M000133,Massachusetts,,Democratic,"Senate: 2013-Present | House: 1977-2013"
"Representative Massie, Thomas",https://www.congress.gov/member/thomas-massie/M001184,Kentucky,4,Republican,"House: 2012-Present"
"Representative Matheson, Jim",https://www.congress.gov/member/jim-matheson/M001142,Utah,4,Democratic,"House: 2001-2015"
"Representative Matsui, Doris O.",https://www.congress.gov/member/doris-matsui/M001163,California,6,Democratic,"House: 2005-Present"
"Senator McCain, John",https://www.congress.gov/member/john-mccain/M000303,Arizona,,Republican,"Senate: 1987-2018 | House: 1983-1987"
"Representative McCarthy, Carolyn",https://www.congress.gov/member/carolyn-mccarthy/M000309,"New York",4,Democratic,"House: 1997-2015"
"Representative McCarthy, Kevin",https://www.congress.gov/member/kevin-mccarthy/M001165,California,23,Republican,"House: 2007-Present"
"Senator McCaskill, Claire",https://www.congress.gov/member/claire-mccaskill/M001170,Missouri,,Democratic,"Senate: 2007-2019"
"Representative McCaul, Michael T.",https://www.congress.gov/member/michael-mccaul/M001157,Texas,10,Republican,"House: 2005-Present"
"Representative McClintock, Tom",https://www.congress.gov/member/tom-mcclintock/M001177,California,4,Republican,"House: 2009-Present"
"Representative McCollum, Betty",https://www.congress.gov/member/betty-mccollum/M001143,Minnesota,4,Democratic,"House: 2001-Present"
"Senator McConnell, Mitch",https://www.congress.gov/member/mitch-mcconnell/M000355,Kentucky,,Republican,"Senate: 1985-Present"
"Representative McCotter, Thaddeus G.",https://www.congress.gov/member/thaddeus-mccotter/M001147,Michigan,11,Republican,"House: 2003-2012"
"Representative McDermott, Jim",https://www.congress.gov/member/jim-mcdermott/M000404,Washington,7,Democratic,"House: 1989-2017"
"Representative McGovern, James P.",https://www.congress.gov/member/james-mcgovern/M000312,Massachusetts,2,Democratic,"House: 1997-Present"
"Representative McHenry, Patrick T.",https://www.congress.gov/member/patrick-mchenry/M001156,"North Carolina",10,Republican,"House: 2005-Present"
"Representative McIntyre, Mike",https://www.congress.gov/member/mike-mcintyre/M000485,"North Carolina",7,Democratic,"House: 1997-2015"
"Representative McKeon, Howard P. ""Buck""",https://www.congress.gov/member/howard-mckeon/M000508,California,25,Republican,"House: 1993-2015"
"Representative McKinley, David B.",https://www.congress.gov/member/david-mckinley/M001180,"West Virginia",1,Republican,"House: 2011-Present"
"Representative McMorris Rodgers, Cathy",https://www.congress.gov/member/cathy-rodgers/M001159,Washington,5,Republican,"House: 2005-Present"
"Representative McNerney, Jerry",https://www.congress.gov/member/jerry-mcnerney/M001166,California,9,Democratic,"House: 2007-Present"
"Representative Meehan, Patrick",https://www.congress.gov/member/patrick-meehan/M001181,Pennsylvania,7,Republican,"House: 2011-2018"
"Representative Meeks, Gregory W.",https://www.congress.gov/member/gregory-meeks/M001137,"New York",5,Democratic,"House: 1997-Present"
"Senator Menendez, Robert",https://www.congress.gov/member/robert-menendez/M000639,"New Jersey",,Democratic,"Senate: 2006-Present | House: 1993-2006"
"Senator Merkley, Jeff",https://www.congress.gov/member/jeff-merkley/M001176,Oregon,,Democratic,"Senate: 2009-Present"
"Representative Mica, John L.",https://www.congress.gov/member/john-mica/M000689,Florida,7,Republican,"House: 1993-2017"
"Representative Michaud, Michael H.",https://www.congress.gov/member/michael-michaud/M001149,Maine,2,Democratic,"House: 2003-2015"
"Senator Mikulski, Barbara A.",https://www.congress.gov/member/barbara-mikulski/M000702,Maryland,,Democratic,"Senate: 1987-2017 | House: 1977-1987"
"Representative Miller, Brad",https://www.congress.gov/member/brad-miller/M001154,"North Carolina",13,Democratic,"House: 2003-2013"
"Representative Miller, Candice S.",https://www.congress.gov/member/candice-miller/M001150,Michigan,10,Republican,"House: 2003-2017"
"Representative Miller, Gary G.",https://www.congress.gov/member/gary-miller/M001139,California,31,Republican,"House: 1999-2015"
"Representative Miller, George",https://www.congress.gov/member/george-miller/M000725,California,11,Democratic,"House: 1975-2015"
"Representative Miller, Jeff",https://www.congress.gov/member/jeff-miller/M001144,Florida,1,Republican,"House: 2001-2017"
"Representative Moore, Gwen",https://www.congress.gov/member/gwen-moore/M001160,Wisconsin,4,Democratic,"House: 2005-Present"
"Representative Moran, James P.",https://www.congress.gov/member/james-moran/M000933,Virginia,8,Democratic,"House: 1991-2015"
"Senator Moran, Jerry",https://www.congress.gov/member/jerry-moran/M000934,Kansas,,Republican,"Senate: 2011-Present | House: 1997-2011"
"Representative Mulvaney, Mick",https://www.congress.gov/member/mick-mulvaney/M001182,"South Carolina",5,Republican,"House: 2011-2017"
"Senator Murkowski, Lisa",https://www.congress.gov/member/lisa-murkowski/M001153,Alaska,,Republican,"Senate: 2003-Present"
"Senator Murphy, Christopher",https://www.congress.gov/member/christopher-murphy/M001169,Connecticut,,Democratic,"Senate: 2013-Present | House: 2007-2013"
"Representative Murphy, Tim",https://www.congress.gov/member/tim-murphy/M001151,Pennsylvania,18,Republican,"House: 2003-2017"
"Senator Murray, Patty",https://www.congress.gov/member/patty-murray/M001111,Washington,,Democratic,"Senate: 1993-Present"
"Representative Myrick, Sue Wilkins",https://www.congress.gov/member/sue-myrick/M001134,"North Carolina",9,Republican,"House: 1995-2013"
"Representative Nadler, Jerrold",https://www.congress.gov/member/jerrold-nadler/N000002,"New York",10,Democratic,"House: 1991-Present"
"Representative Napolitano, Grace F.",https://www.congress.gov/member/grace-napolitano/N000179,California,32,Democratic,"House: 1999-Present"
"Representative Neal, Richard E.",https://www.congress.gov/member/richard-neal/N000015,Massachusetts,1,Democratic,"House: 1989-Present"
"Senator Nelson, Ben",https://www.congress.gov/member/e-nelson/N000180,Nebraska,,Democratic,"Senate: 2001-2013"
"Senator Nelson, Bill",https://www.congress.gov/member/clarence-nelson/N000032,Florida,,Democratic,"Senate: 2001-2019 | House: 1979-1991"
"Representative Neugebauer, Randy",https://www.congress.gov/member/randy-neugebauer/N000182,Texas,19,Republican,"House: 2003-2017"
"Representative Noem, Kristi L.",https://www.congress.gov/member/kristi-noem/N000184,"South Dakota",,Republican,"House: 2011-2019"
"Representative Norton, Eleanor Holmes",https://www.congress.gov/member/eleanor-norton/N000147,"District of Columbia",,Democratic,"House: 1991-Present"
"Representative Nugent, Richard B.",https://www.congress.gov/member/richard-nugent/N000185,Florida,11,Republican,"House: 2011-2017"
"Representative Nunes, Devin",https://www.congress.gov/member/devin-nunes/N000181,California,22,Republican,"House: 2003-Present"
"Representative Nunnelee, Alan",https://www.congress.gov/member/alan-nunnelee/N000186,Mississippi,1,Republican,"House: 2011-2015"
"Representative Olson, Pete",https://www.congress.gov/member/pete-olson/O000168,Texas,22,Republican,"House: 2009-Present"
"Representative Olver, John W.",https://www.congress.gov/member/john-olver/O000085,Massachusetts,1,Democratic,"House: 1991-2013"
"Representative Owens, William L.",https://www.congress.gov/member/william-owens/O000169,"New York",21,Democratic,"House: 2009-2015"
"Representative Palazzo, Steven M.",https://www.congress.gov/member/steven-palazzo/P000601,Mississippi,4,Republican,"House: 2011-Present"
"Representative Pallone, Frank, Jr.",https://www.congress.gov/member/frank-pallone/P000034,"New Jersey",6,Democratic,"House: 1987-Present"
"Representative Pascrell, Bill, Jr.",https://www.congress.gov/member/william-pascrell/P000096,"New Jersey",9,Democratic,"House: 1997-Present"
"Representative Pastor, Ed",https://www.congress.gov/member/ed-pastor/P000099,Arizona,7,Democratic,"House: 1991-2015"
"Senator Paul, Rand",https://www.congress.gov/member/rand-paul/P000603,Kentucky,,Republican,"Senate: 2011-Present"
"Representative Paul, Ron",https://www.congress.gov/member/ron-paul/P000583,Texas,14,Republican,"House: 1975-1977, 1979-1985, 1997-2013"
"Representative Paulsen, Erik",https://www.congress.gov/member/erik-paulsen/P000594,Minnesota,3,Republican,"House: 2009-2019"
"Representative Payne, Donald M.",https://www.congress.gov/member/donald-payne/P000149,"New Jersey",10,Democratic,"House: 1989-2012"
"Representative Payne, Donald M., Jr.",https://www.congress.gov/member/donald-payne/P000604,"New Jersey",10,Democratic,"House: 2012-Present"
"Representative Pearce, Stevan",https://www.congress.gov/member/stevan-pearce/P000588,"New Mexico",2,Republican,"House: 2003-2009, 2011-2019"
"Representative Pelosi, Nancy",https://www.congress.gov/member/nancy-pelosi/P000197,California,12,Democratic,"House: 1987-Present"
"Representative Pence, Mike",https://www.congress.gov/member/mike-pence/P000587,Indiana,6,Republican,"House: 2001-2013"
"Representative Perlmutter, Ed",https://www.congress.gov/member/ed-perlmutter/P000593,Colorado,7,Democratic,"House: 2007-Present"
"Senator Peters, Gary C.",https://www.congress.gov/member/gary-peters/P000595,Michigan,,Democratic,"Senate: 2015-Present | House: 2009-2015"
"Representative Peterson, Collin C.",https://www.congress.gov/member/collin-peterson/P000258,Minnesota,7,Democratic,"House: 1991-Present"
"Representative Petri, Thomas E.",https://www.congress.gov/member/tom-petri/P000265,Wisconsin,6,Republican,"House: 1979-2015"
"Representative Pierluisi, Pedro R.",https://www.congress.gov/member/pedro-pierluisi/P000596,"Puerto Rico",,Democratic,"House: 2009-2017"
"Representative Pingree, Chellie",https://www.congress.gov/member/chellie-pingree/P000597,Maine,1,Democratic,"House: 2009-Present"
"Representative Pitts, Joseph R.",https://www.congress.gov/member/joseph-pitts/P000373,Pennsylvania,16,Republican,"House: 1997-2017"
"Representative Platts, Todd Russell",https://www.congress.gov/member/todd-platts/P000585,Pennsylvania,19,Republican,"House: 2001-2013"
"Representative Poe, Ted",https://www.congress.gov/member/ted-poe/P000592,Texas,2,Republican,"House: 2005-2019"
"Representative Polis, Jared",https://www.congress.gov/member/jared-polis/P000598,Colorado,2,Democratic,"House: 2009-2019"
"Representative Pompeo, Mike",https://www.congress.gov/member/mike-pompeo/P000602,Kansas,4,Republican,"House: 2011-2017"
"Senator Portman, Rob",https://www.congress.gov/member/rob-portman/P000449,Ohio,,Republican,"Senate: 2011-Present | House: 1993-2007"
"Representative Posey, Bill",https://www.congress.gov/member/bill-posey/P000599,Florida,8,Republican,"House: 2009-Present"
"Representative Price, David E.",https://www.congress.gov/member/david-price/P000523,"North Carolina",4,Democratic,"House: 1987-1995, 1997-Present"
"Representative Price, Tom",https://www.congress.gov/member/tom-price/P000591,Georgia,6,Republican,"House: 2005-2017"
"Senator Pryor, Mark L.",https://www.congress.gov/member/mark-pryor/P000590,Arkansas,,Democratic,"Senate: 2003-2015"
"Representative Quayle, Benjamin",https://www.congress.gov/member/benjamin-quayle/Q000024,Arizona,3,Republican,"House: 2011-2013"
"Representative Quigley, Mike",https://www.congress.gov/member/mike-quigley/Q000023,Illinois,5,Democratic,"House: 2009-Present"
"Representative Rahall, Nick J., II",https://www.congress.gov/member/nick-rahall/R000011,"West Virginia",3,Democratic,"House: 1977-2015"
"Representative Rangel, Charles B.",https://www.congress.gov/member/charles-rangel/R000053,"New York",13,Democratic,"House: 1971-2017"
"Senator Reed, Jack",https://www.congress.gov/member/john-reed/R000122,"Rhode Island",,Democratic,"Senate: 1997-Present | House: 1991-1997"
"Representative Reed, Tom",https://www.congress.gov/member/tom-reed/R000585,"New York",23,Republican,"House: 2010-Present"
"Representative Rehberg, Denny",https://www.congress.gov/member/denny-rehberg/R000571,Montana,,Republican,"House: 2001-2013"
"Representative Reichert, David G.",https://www.congress.gov/member/david-reichert/R000578,Washington,8,Republican,"House: 2005-2019"
"Senator Reid, Harry",https://www.congress.gov/member/harry-reid/R000146,Nevada,,Democratic,"Senate: 1987-2017 | House: 1983-1987"
"Representative Renacci, James B.",https://www.congress.gov/member/james-renacci/R000586,Ohio,16,Republican,"House: 2011-2019"
"Representative Reyes, Silvestre",https://www.congress.gov/member/silvestre-reyes/R000170,Texas,16,Democratic,"House: 1997-2013"
"Representative Ribble, Reid J.",https://www.congress.gov/member/reid-ribble/R000587,Wisconsin,8,Republican,"House: 2011-2017"
"Representative Richardson, Laura",https://www.congress.gov/member/laura-richardson/R000581,California,37,Democratic,"House: 2007-2013"
"Representative Richmond, Cedric L.",https://www.congress.gov/member/cedric-richmond/R000588,Louisiana,2,Democratic,"House: 2011-Present"
"Representative Rigell, E. Scott",https://www.congress.gov/member/e-rigell/R000589,Virginia,2,Republican,"House: 2011-2017"
"Senator Risch, James E.",https://www.congress.gov/member/james-risch/R000584,Idaho,,Republican,"Senate: 2009-Present"
"Representative Rivera, David",https://www.congress.gov/member/david-rivera/R000590,Florida,25,Republican,"House: 2011-2013"
"Senator Roberts, Pat",https://www.congress.gov/member/pat-roberts/R000307,Kansas,,Republican,"Senate: 1997-Present | House: 1981-1997"
"Representative Roby, Martha",https://www.congress.gov/member/martha-roby/R000591,Alabama,2,Republican,"House: 2011-Present"
"Senator Rockefeller, John D., IV",https://www.congress.gov/member/jay-rockefeller/R000361,"West Virginia",,Democratic,"Senate: 1985-2015"
"Representative Roe, David P.",https://www.congress.gov/member/david-roe/R000582,Tennessee,1,Republican,"House: 2009-Present"
"Representative Rogers, Harold",https://www.congress.gov/member/harold-rogers/R000395,Kentucky,5,Republican,"House: 1981-Present"
"Representative Rogers, Mike D.",https://www.congress.gov/member/mike-rogers/R000575,Alabama,3,Republican,"House: 2003-Present"
"Representative Rogers, Mike J.",https://www.congress.gov/member/mike-rogers/R000572,Michigan,8,Republican,"House: 2001-2015"
"Representative Rohrabacher, Dana",https://www.congress.gov/member/dana-rohrabacher/R000409,California,48,Republican,"House: 1989-2019"
"Representative Rokita, Todd",https://www.congress.gov/member/todd-rokita/R000592,Indiana,4,Republican,"House: 2011-2019"
"Representative Rooney, Thomas J.",https://www.congress.gov/member/thomas-rooney/R000583,Florida,17,Republican,"House: 2009-2019"
"Representative Ros-Lehtinen, Ileana",https://www.congress.gov/member/ileana-ros-lehtinen/R000435,Florida,27,Republican,"House: 1989-2019"
"Representative Roskam, Peter J.",https://www.congress.gov/member/peter-roskam/R000580,Illinois,6,Republican,"House: 2007-2019"
"Representative Ross, Dennis A.",https://www.congress.gov/member/dennis-ross/R000593,Florida,15,Republican,"House: 2011-2019"
"Representative Ross, Mike",https://www.congress.gov/member/mike-ross/R000573,Arkansas,4,Democratic,"House: 2001-2013"
"Representative Rothman, Steven R.",https://www.congress.gov/member/steven-rothman/R000462,"New Jersey",9,Democratic,"House: 1997-2013"
"Representative Roybal-Allard, Lucille",https://www.congress.gov/member/lucille-roybal-allard/R000486,California,40,Democratic,"House: 1993-Present"
"Representative Royce, Edward R.",https://www.congress.gov/member/ed-royce/R000487,California,39,Republican,"House: 1993-2019"
"Senator Rubio, Marco",https://www.congress.gov/member/marco-rubio/R000595,Florida,,Republican,"Senate: 2011-Present"
"Representative Runyan, Jon",https://www.congress.gov/member/jon-runyan/R000594,"New Jersey",3,Republican,"House: 2011-2015"
"Representative Ruppersberger, C. A. Dutch",https://www.congress.gov/member/c-a-ruppersberger/R000576,Maryland,2,Democratic,"House: 2003-Present"
"Representative Rush, Bobby L.",https://www.congress.gov/member/bobby-rush/R000515,Illinois,1,Democratic,"House: 1993-Present"
"Representative Ryan, Paul D.",https://www.congress.gov/member/paul-ryan/R000570,Wisconsin,1,Republican,"House: 1999-2019"
"Representative Ryan, Tim",https://www.congress.gov/member/tim-ryan/R000577,Ohio,13,Democratic,"House: 2003-Present"
"Representative Sablan, Gregorio Kilili Camacho",https://www.congress.gov/member/gregorio-sablan/S001177,"Northern Mariana Islands",,Democratic,"House: 2009-Present"
"Representative Sanchez, Linda T.",https://www.congress.gov/member/linda-sanchez/S001156,California,38,Democratic,"House: 2003-Present"
